NUMBER,ID MENTEE,ID MENTOR,RATING,,RATING HELPER
4362,B27706,A53839,3,,4
4363,B88503,A48002,4,,3
4364,B35809,A12453,4,,5
4365,B74471,A85530,3,,3
4366,B50311,A69172,4,,5
4367,B86249,A14276,5,,5
4368,B69703,A18147,4,,3
4369,B12579,A23411,3,,5
4370,B12038,A65085,3,,5
4371,B97547,A22273,3,,4
4372,B94847,A87636,3,,4
4373,B93573,A63122,3,,5
4374,B15962,A26119,4,,3
4375,B38546,A58491,5,,4
4376,B29524,A30358,3,,5
4377,B54130,A14506,4,,3
4378,B50494,A63122,5,,4
4379,B38993,A20768,4,,5
4380,B30829,A72968,4,,5
4381,B97547,A14506,3,,5
4382,B39322,A89080,5,,4
4383,B50494,A12453,3,,5
4384,B14427,A72630,4,,3
4385,B92971,A30358,3,,5
4386,B74636,A85530,3,,5
4387,B20147,A72630,5,,5
4388,B38993,A59992,4,,3
4389,B35386,A78695,4,,5
4390,B26347,A26119,5,,3
4391,B44460,A47973,3,,5
4392,B48383,A68985,3,,4
4393,B35809,A47973,4,,3
4394,B14589,A60526,4,,3
4395,B79134,A22273,5,,3
4396,B67520,A18147,5,,5
4397,B40723,A23076,4,,5
4398,B97547,A87636,5,,4
4399,B79134,A20399,3,,4
4400,B38116,A26627,4,,3
4401,B27790,A53839,3,,3
4402,B54130,A31552,4,,4
4403,B44706,A68985,4,,4
4404,B74636,A93643,3,,4
4405,B46061,A26119,4,,4
4406,B67881,A48002,4,,3
4407,B32241,A93643,3,,5
4408,B58157,A72630,4,,4
4409,B93252,A93693,4,,4
4410,B97564,A58491,5,,4
4411,B67881,A72630,5,,5
4412,B38100,A91719,3,,3
4413,B53153,A20768,5,,3
4414,B29524,A23076,5,,4
4415,B98474,A88375,4,,3
4416,B38116,A15255,5,,3
4417,B37237,A22273,4,,5
4418,B44787,A87636,5,,5
4419,B64332,A20768,5,,4
4420,B40723,A85530,4,,5
4421,B48383,A69172,5,,5
4422,B43749,A18147,5,,5
4423,B94847,A47973,5,,4
4424,B91664,A44423,5,,3
4425,B74147,A63122,4,,4
4426,B19527,A53418,3,,4
4427,B33730,A72968,5,,5
4428,B50800,A51472,5,,3
4429,B64332,A78695,3,,5
4430,B30107,A44423,5,,3
4431,B46452,A23076,5,,3
4432,B33730,A58491,3,,5
4433,B30107,A93643,4,,4
4434,B72238,A63122,5,,3
4435,B91254,A22273,5,,3
4436,B31107,A14506,5,,5
4437,B98828,A72968,5,,4
4438,B15962,A53418,5,,3
4439,B86249,A47973,3,,3
4440,B28941,A20399,4,,4
4441,B79525,A44423,4,,5
4442,B53153,A12453,3,,5
4443,B37237,A63122,5,,4
4444,B98474,A12453,3,,4
4445,B80720,A14276,4,,4
4446,B95038,A93643,3,,3
4447,B16374,A30358,3,,3
4448,B27992,A51472,3,,3
4449,B60655,A45117,5,,5
4450,B70908,A45117,4,,3
4451,B46452,A61679,4,,4
4452,B19857,A55624,5,,4
4453,B27186,A31764,4,,5
4454,B64145,A66980,5,,3
4455,B98828,A15255,5,,5
4456,B38993,A78695,4,,3
4457,B37144,A53418,4,,5
4458,B88915,A20399,5,,3
4459,B27992,A75493,5,,5
4460,B45228,A20768,4,,5
4461,B63665,A91719,4,,3
4462,B38993,A89080,4,,3
4463,B88024,A89080,3,,4
4464,B17849,A57999,4,,4
4465,B99800,A85530,5,,3
4466,B45228,A93693,5,,5
4467,B74471,A72968,4,,3
4468,B38100,A31552,5,,3
4469,B95038,A68985,3,,3
4470,B52782,A44423,3,,5
4471,B88503,A89080,4,,3
4472,B53398,A12549,3,,4
4473,B52605,A59992,3,,5
4474,B93573,A59992,5,,5
4475,B44980,A93643,5,,3
4476,B72069,A53418,4,,5
4477,B19622,A14506,5,,5
4478,B51103,A44423,4,,5
4479,B27992,A18147,4,,4
4480,B75605,A44423,4,,4
4481,B19665,A91209,4,,5
4482,B67881,A12549,3,,3
4483,B97564,A70665,4,,4
4484,B64733,A12549,4,,4
4485,B24339,A68985,4,,5
4486,B12579,A72968,5,,5
4487,B54130,A47973,5,,4
4488,B38546,A48002,1,,5
4489,B58157,A26119,4,,5
4490,B12038,A18147,5,,3
4491,B67881,A53418,4,,3
4492,B97547,A47973,5,,4
4493,B27186,A91209,5,,4
4494,B98474,A72968,4,,4
4495,B35809,A15255,5,,5
4496,B38993,A48002,4,,4
4497,B80921,A91719,3,,4
4498,B99800,A75493,5,,3
4499,B51270,A22273,5,,3
4500,B48724,A30358,4,,5
4501,B85064,A22273,3,,3
4502,B98862,A91719,4,,3
4503,B33730,A85530,3,,5
4504,B29311,A75493,5,,3
4505,B43375,A58491,5,,5
4506,B19622,A31552,4,,5
4507,B51465,A53418,3,,4
4508,B30820,A31764,5,,5
4509,B64733,A19880,5,,4
4510,B15962,A85530,3,,5
4511,B38260,A12453,5,,3
4512,B63665,A68985,5,,5
4513,B67881,A63122,5,,5
4514,B97564,A59992,5,,3
4515,B24787,A47973,4,,3
4516,B52605,A23411,5,,5
4517,B38993,A26627,4,,5
4518,B44460,A26119,5,,3
4519,B98828,A72630,3,,3
4520,B12579,A31552,5,,3
4521,B97888,A72630,2,,5
4522,B67520,A63122,4,,5
4523,B65462,A89080,5,,4
4524,B17849,A58491,3,,5
4525,B37237,A60526,5,,3
4526,B53798,A12549,5,,3
4527,B30546,A18147,3,,5
4528,B75605,A87636,4,,4
4529,B26347,A53418,5,,3
4530,B11380,A26627,3,,4
4531,B67520,A20399,4,,5
4532,B27186,A19880,4,,3
4533,B45667,A65085,5,,3
4534,B70908,A61679,4,,4
4535,B85156,A14276,4,,4
4536,B30107,A68985,4,,3
4537,B45667,A12453,5,,5
4538,B53907,A78695,4,,5
4539,B65462,A65085,4,,3
4540,B85449,A68985,4,,3
4541,B64145,A65085,4,,5
4542,B30829,A60526,3,,5
4543,B58157,A57999,4,,5
4544,B93573,A61679,3,,5
4545,B88024,A75493,5,,3
4546,B83082,A30358,5,,3
4547,B35386,A93643,3,,3
4548,B79525,A85530,5,,4
4549,B38993,A12549,5,,5
4550,B62755,A30358,4,,5
4551,B29311,A44423,4,,3
4552,B60829,A58491,5,,4
4553,B83785,A63122,3,,3
4554,B46452,A14276,4,,4
4555,B97888,A23076,3,,3
4556,B23031,A23076,5,,3
4557,B30153,A64470,4,,5
4558,B64145,A12453,3,,5
4559,B27992,A53839,3,,5
4560,B60829,A94795,5,,3
4561,B41784,A15255,5,,3
4562,B77396,A68985,3,,4
4563,B62417,A93643,5,,3
4564,B34301,A12549,4,,4
4565,B30820,A53418,3,,4
4566,B11380,A22273,3,,4
4567,B97888,A15255,4,,5
4568,B59105,A20768,3,,5
4569,B38993,A63122,3,,4
4570,B83814,A72630,4,,5
4571,B83785,A19880,4,,4
4572,B32241,A55624,3,,4
4573,B91254,A14276,3,,3
4574,B74636,A26627,5,,4
4575,B83082,A63122,4,,4
4576,B36556,A85530,3,,5
4577,B44980,A14506,3,,4
4578,B83785,A30358,3,,4
4579,B98828,A31552,5,,3
4580,B98474,A91719,5,,4
4581,B98862,A44423,5,,3
4582,B81278,A23411,5,,3
4583,B28941,A44423,3,,4
4584,B16374,A63122,4,,4
4585,B48724,A31552,3,,4
4586,B84629,A26119,4,,5
4587,B34718,A66980,3,,3
4588,B68180,A22273,3,,5
4589,B60829,A22273,5,,5
4590,B29524,A61679,5,,5
4591,B40450,A12549,5,,4
4592,B37144,A66980,4,,5
4593,B58157,A23411,4,,4
4594,B46452,A47973,5,,4
4595,B47978,A61679,4,,5
4596,B67881,A94795,4,,4
4597,B17849,A51472,4,,5
4598,B33305,A14506,4,,4
4599,B38546,A20399,4,,3
4600,B63665,A12549,3,,4
4601,B74352,A64470,5,,3
4602,B12038,A69172,4,,5
4603,B52267,A18147,4,,5
4604,B30820,A93693,5,,4
4605,B85156,A85530,4,,4
4606,B30107,A72968,4,,5
4607,B99800,A31552,3,,5
4608,B43375,A94795,5,,4
4609,B85156,A60526,4,,4
4610,B24642,A91209,5,,3
4611,B85064,A26119,5,,4
4612,B52782,A55624,3,,4
4613,B93573,A93643,5,,4
4614,B85156,A15255,5,,3
4615,B30820,A48002,4,,3
4616,B54130,A26119,5,,3
4617,B97888,A78695,5,,5
4618,B44706,A87636,3,,4
4619,B95038,A19880,3,,4
4620,B54078,A94795,5,,3
4621,B34718,A87636,4,,4
4622,B38116,A53839,4,,3
4623,B46452,A60526,4,,5
4624,B51465,A23076,5,,3
4625,B38260,A30358,4,,3
4626,B58246,A48002,3,,3
4627,B38993,A53418,3,,4
4628,B12038,A12453,4,,5
4629,B27290,A72630,3,,3
4630,B40723,A18147,3,,3
4631,B83685,A53418,5,,4
4632,B53398,A30358,4,,4
4633,B51465,A93643,5,,3
4634,B52267,A60526,5,,3
4635,B48724,A47973,4,,5
4636,B64733,A22273,3,,3
4637,B51270,A87636,5,,5
4638,B24787,A14276,3,,3
4639,B80921,A61679,4,,3
4640,B83785,A31552,3,,4
4641,B95038,A31552,3,,3
4642,B85449,A12453,5,,3
4643,B38546,A47973,3,,5
4644,B44787,A72630,5,,5
4645,B30820,A12549,4,,4
4646,B37144,A31552,4,,4
4647,B68180,A72630,5,,5
4648,B14589,A91209,5,,5
4649,B38546,A63122,4,,5
4650,B14200,A93693,3,,4
4651,B80548,A93643,3,,3
4652,B83082,A53418,5,,4
4653,B72069,A12549,4,,3
4654,B50800,A91719,4,,4
4655,B74147,A75493,4,,5
4656,B50800,A47973,4,,3
4657,B98862,A14276,3,,5
4658,B64332,A20399,5,,5
4659,B79134,A66980,4,,5
4660,B22938,A66980,3,,3
4661,B81278,A72968,4,,5
4662,B46452,A66980,3,,3
4663,B96861,A26119,4,,3
4664,B83082,A65085,5,,3
4665,B68180,A30358,4,,3
4666,B71412,A53418,4,,5
4667,B80921,A20399,4,,4
4668,B97547,A66980,5,,3
4669,B98828,A26627,3,,5
4670,B40698,A93643,3,,4
4671,B91664,A72630,4,,4
4672,B16374,A51472,4,,4
4673,B30820,A68985,4,,3
4674,B40698,A87636,3,,4
4675,B45228,A91209,4,,3
4676,B74352,A30358,5,,5
4677,B74636,A89696,4,,4
4678,B50494,A47973,5,,4
4679,B68917,A75493,4,,4
4680,B74636,A89080,5,,5
4681,B46061,A55624,4,,4
4682,B32241,A47973,4,,4
4683,B33305,A57999,5,,5
4684,B34718,A18147,3,,5
4685,B40723,A72968,4,,4
4686,B49104,A72630,4,,4
4687,B65462,A55624,4,,4
4688,B24339,A55624,5,,5
4689,B24642,A15255,5,,4
4690,B92971,A47973,4,,5
4691,B28941,A30358,2,,3
4692,B30398,A14276,5,,5
4693,B82575,A88375,5,,5
4694,B67520,A91719,3,,5
4695,B67469,A12453,5,,3
4696,B65462,A15255,3,,5
4697,B97547,A20768,5,,3
4698,B37081,A47973,5,,4
4699,B20147,A31764,5,,5
4700,B92971,A68985,3,,3
4701,B19527,A51472,5,,3
4702,B29311,A88375,5,,5
4703,B80921,A12549,4,,4
4704,B58127,A59992,5,,5
4705,B91664,A20399,5,,3
4706,B39322,A31764,5,,5
4707,B48383,A75493,4,,5
4708,B50311,A88375,3,,4
4709,B12038,A23076,3,,3
4710,B19857,A23076,5,,4
4711,B91254,A23076,3,,3
4712,B28422,A30358,3,,5
4713,B54078,A44423,5,,4
4714,B38116,A47973,5,,3
4715,B28941,A60526,5,,4
4716,B68180,A72968,3,,4
4717,B14427,A51472,5,,5
4718,B98828,A78695,5,,4
4719,B77487,A15255,5,,3
4720,B47978,A66980,4,,5
4721,B29311,A60526,4,,3
4722,B81278,A64470,4,,5
4723,B53398,A22273,5,,3
4724,B30398,A93643,3,,5
4725,B12579,A69172,4,,3
4726,B67520,A53418,3,,5
4727,B98474,A75493,3,,4
4728,B24642,A12549,5,,3
4729,B58246,A55624,5,,4
4730,B38260,A44423,5,,3
4731,B38116,A26119,3,,3
4732,B54078,A47973,4,,3
4733,B74147,A30358,4,,3
4734,B34718,A20399,5,,4
4735,B86249,A22273,3,,3
4736,B83814,A30358,3,,5
4737,B88143,A60526,5,,5
4738,B83785,A70665,4,,4
4739,B41784,A66980,3,,5
4740,B50800,A57999,5,,5
4741,B27790,A70665,4,,5
4742,B68917,A68985,3,,4
4743,B49104,A19880,4,,4
4744,B48724,A44423,4,,5
4745,B32241,A23076,4,,4
4746,B33305,A64470,3,,3
4747,B27992,A53418,3,,5
4748,B53798,A93693,5,,3
4749,B72069,A91719,3,,3
4750,B19622,A75493,5,,3
4751,B40450,A93643,3,,5
4752,B54078,A26627,5,,5
4753,B29311,A70665,5,,4
4754,B67469,A51472,4,,3
4755,B12579,A51472,5,,4
4756,B28422,A26119,4,,5
4757,B74352,A91209,5,,4
4758,B43749,A19880,4,,3
4759,B93573,A66980,3,,4
4760,B77396,A91719,4,,5
4761,B37081,A53418,5,,5
4762,B34718,A55624,3,,4
4763,B97564,A85530,4,,4
4764,B92971,A78695,4,,4
4765,B58157,A30358,5,,5
4766,B62755,A60526,4,,5
4767,B67469,A58491,4,,3
4768,B63665,A18147,5,,3
4769,B49104,A30358,5,,4
4770,B40723,A94795,3,,5
4771,B86249,A18147,5,,4
4772,B28941,A45117,3,,3
4773,B58157,A66980,3,,4
4774,B93252,A53418,4,,3
4775,B34301,A58491,4,,3
4776,B38116,A57999,5,,3
4777,B24339,A75493,5,,3
4778,B52267,A93693,3,,3
4779,B29524,A20399,3,,4
4780,B85449,A31552,5,,5
4781,B85156,A64470,3,,4
4782,B58127,A30358,3,,4
4783,B90708,A94795,5,,5
4784,B17849,A91719,3,,4
4785,B40698,A94795,5,,4
4786,B80921,A93693,5,,4
4787,B81278,A68985,4,,5
4788,B19821,A30358,3,,3
4789,B99800,A12549,3,,5
4790,B38546,A60526,3,,4
4791,B83082,A20768,5,,3
4792,B15962,A23076,3,,3
4793,B44787,A14276,3,,4
4794,B24642,A23411,4,,4
4795,B90708,A72630,3,,4
4796,B53153,A23076,5,,5
4797,B19857,A19880,5,,5
4798,B34301,A63122,3,,3
4799,B27706,A63122,5,,3
4800,B55640,A30358,3,,4
4801,B14427,A14506,3,,4
4802,B80720,A31764,3,,3
4803,B74352,A53418,4,,3
4804,B19857,A72968,5,,3
4805,B33962,A93643,4,,5
4806,B53798,A48002,4,,3
4807,B24339,A57999,5,,3
4808,B64733,A65085,5,,5
4809,B11380,A66980,5,,5
4810,B88143,A26119,4,,4
4811,B62755,A14276,3,,3
4812,B44732,A66980,5,,5
4813,B38100,A75493,3,,5
4814,B88024,A51472,4,,4
4815,B14200,A69172,4,,3
4816,B93252,A64470,4,,5
4817,B75605,A60526,3,,3
4818,B79525,A57999,4,,3
4819,B83785,A22273,4,,3
4820,B27706,A18147,5,,3
4821,B98828,A58491,5,,3
4822,B97888,A89696,3,,5
4823,B35959,A48002,5,,5
4824,B33962,A20768,3,,5
4825,B58127,A55624,4,,4
4826,B11380,A12549,3,,3
4827,B58157,A19880,3,,5
4828,B38546,A75493,5,,3
4829,B88024,A23076,3,,5
4830,B37081,A53839,3,,5
4831,B32241,A89696,3,,4
4832,B79525,A88375,4,,5
4833,B74191,A55624,5,,4
4834,B29231,A23411,4,,3
4835,B27706,A20399,4,,5
4836,B67881,A14506,4,,5
4837,B51465,A26119,4,,5
4838,B37144,A20768,3,,5
4839,B35386,A23411,3,,3
4840,B44787,A47973,5,,5
4841,B98990,A66980,5,,5
4842,B97547,A58491,5,,3
4843,B49104,A20768,3,,4
4844,B19857,A15255,3,,4
4845,B97564,A94795,5,,4
4846,B98828,A53418,4,,3
4847,B64733,A23411,3,,3
4848,B55640,A72968,5,,3
4849,B77487,A65085,4,,5
4850,B12579,A78695,3,,3
4851,B48383,A44423,4,,5
4852,B45667,A91209,3,,3
4853,B79525,A31764,4,,5
4854,B28422,A85530,3,,5
4855,B32241,A70665,3,,3
4856,B82575,A26119,5,,3
4857,B91664,A12453,4,,4
4858,B80548,A30358,5,,5
4859,B43375,A53839,3,,4
4860,B31107,A12549,3,,5
4861,B35386,A85530,3,,5
4862,B38100,A63122,4,,4
4863,B68180,A85530,4,,5
4864,B27290,A23411,5,,4
4865,B62755,A31552,5,,4
4866,B93573,A60526,3,,3
4867,B74352,A19880,4,,4
4868,B38546,A61679,4,,4
4869,B40698,A12453,3,,5
4870,B99800,A93693,5,,5
4871,B63665,A53839,5,,5
4872,B51270,A45117,3,,3
4873,B42267,A51472,5,,3
4874,B53798,A72630,4,,5
4875,B27290,A61679,4,,4
4876,B42267,A20399,4,,3
4877,B52259,A87636,3,,3
4878,B19622,A53839,4,,3
4879,B32241,A23411,5,,5
4880,B68917,A88375,5,,4
4881,B64145,A45117,3,,5
4882,B68917,A12549,1,,3
4883,B35809,A26627,3,,3
4884,B64332,A93693,5,,4
4885,B97564,A75493,3,,3
4886,B96861,A88375,3,,3
4887,B72069,A31552,3,,5
4888,B27790,A15255,5,,5
4889,B51103,A65085,5,,5
4890,B38116,A94795,5,,3
4891,B69703,A51472,5,,3
4892,B14589,A93643,4,,4
4893,B51103,A57999,5,,3
4894,B49104,A93693,5,,4
4895,B83685,A65085,3,,5
4896,B68180,A69172,3,,5
4897,B77487,A31764,3,,5
4898,B93573,A70665,5,,4
4899,B80720,A53418,5,,4
4900,B39322,A48002,3,,5
4901,B35959,A65085,5,,4
4902,B19821,A23076,4,,3
4903,B28941,A57999,3,,3
4904,B12038,A58491,3,,4
4905,B88024,A48002,4,,4
4906,B40698,A26627,4,,4
4907,B60829,A47973,3,,4
4908,B30398,A72630,4,,3
4909,B62755,A75493,5,,3
4910,B17849,A22273,3,,4
4911,B50800,A69172,3,,3
4912,B93573,A31764,5,,3
4913,B24787,A63122,3,,5
4914,B53398,A89080,4,,3
4915,B88503,A20768,5,,3
4916,B79134,A70665,5,,4
4917,B98862,A20399,3,,4
4918,B16374,A12453,5,,3
4919,B51270,A20399,4,,5
4920,B34718,A12453,5,,3
4921,B44460,A45117,4,,4
4922,B85504,A68985,3,,3
4923,B86249,A58491,3,,5
4924,B93252,A58491,3,,5
4925,B54130,A18147,4,,4
4926,B50311,A89080,4,,4
4927,B50800,A22273,4,,3
4928,B45228,A44423,5,,3
4929,B30153,A45117,5,,4
4930,B75605,A31552,3,,3
4931,B33730,A26119,3,,5
4932,B33962,A91719,3,,4
4933,B27790,A59992,4,,4
4934,B83517,A23411,3,,4
4935,B46452,A26119,3,,4
4936,B63665,A91209,5,,5
4937,B55640,A58491,5,,4
4938,B52605,A58491,3,,4
4939,B72238,A31552,4,,4
4940,B97547,A20399,3,,4
4941,B60655,A57999,4,,3
4942,B19622,A63122,5,,5
4943,B59105,A75493,4,,5
4944,B82575,A64470,3,,3
4945,B60829,A87636,5,,3
4946,B50800,A60526,4,,5
4947,B85064,A53839,3,,4
4948,B53153,A30358,4,,5
4949,B68180,A14506,4,,5
4950,B37237,A58491,4,,4
4951,B31107,A93693,5,,5
4952,B88143,A26627,4,,3
4953,B81278,A51472,4,,5
4954,B68917,A85530,5,,3
4955,B37144,A31764,5,,4
4956,B83814,A57999,3,,3
4957,B27790,A68985,3,,3
4958,B54130,A94795,3,,4
4959,B83814,A70665,5,,5
4960,B49104,A26119,3,,4
4961,B30820,A61679,5,,4
4962,B92971,A57999,4,,4
4963,B74636,A69172,5,,3
4964,B74471,A70665,4,,5
4965,B63665,A78695,3,,3
4966,B33305,A30358,5,,4
4967,B48383,A93643,5,,5
4968,B88024,A93693,5,,4
4969,B37237,A85530,4,,3
4970,B52782,A23411,4,,3
4971,B30829,A89696,5,,4
4972,B46167,A89696,5,,3
4973,B28422,A94795,3,,5
4974,B60919,A78695,3,,5
4975,B24339,A31552,4,,4
4976,B49104,A26627,5,,5
4977,B98990,A89696,4,,4
4978,B58127,A85530,4,,3
4979,B22938,A23411,5,,5
4980,B91664,A59992,3,,5
4981,B29311,A20399,4,,4
4982,B74147,A88375,3,,3
4983,B14200,A23076,4,,5
4984,B85156,A26119,5,,3
4985,B79525,A75493,5,,3
4986,B28941,A69172,4,,5
4987,B14412,A61679,4,,5
4988,B40698,A64470,3,,3
4989,B68917,A69172,3,,3
4990,B83785,A65085,5,,3
4991,B43749,A48002,4,,5
4992,B71412,A45117,3,,4
4993,B74471,A12453,3,,4
4994,B80720,A12549,5,,4
4995,B92971,A53839,4,,5
4996,B64332,A58491,3,,4
4997,B83685,A89080,5,,5
4998,B83082,A47973,4,,3
4999,B68180,A12549,3,,5
5000,B51465,A70665,5,,5
5001,B44460,A14506,5,,3
5002,B69703,A64470,4,,3
5003,B14412,A30358,4,,5
5004,B67520,A94795,3,,3
5005,B38116,A65085,3,,4
5006,B44980,A88375,4,,5
5007,B28422,A47973,5,,4
5008,B14412,A53418,3,,5
5009,B85449,A19880,5,,5
5010,B44460,A26627,5,,4
5011,B34301,A31764,3,,3
5012,B79134,A23076,4,,4
5013,B95038,A26119,5,,3
5014,B74191,A59992,5,,4
5015,B53153,A19880,5,,5
5016,B27186,A14506,5,,4
5017,B70908,A22273,5,,3
5018,B67520,A47973,4,,5
5019,B20147,A87636,4,,3
5020,B72069,A72968,3,,3
5021,B14412,A53839,4,,5
5022,B88503,A19880,5,,4
5023,B86249,A85530,3,,3
5024,B42267,A72630,3,,3
5025,B29231,A26119,5,,3
5026,B52782,A14506,4,,5
5027,B30153,A53418,4,,5
5028,B62755,A26119,3,,5
5029,B37237,A94795,3,,3
5030,B53907,A51472,5,,5
5031,B67520,A85530,5,,3
5032,B35959,A23411,4,,3
5033,B99800,A53418,3,,5
5034,B43375,A31552,3,,4
5035,B14589,A31552,3,,4
5036,B70908,A26627,5,,4
5037,B40450,A51472,4,,3
5038,B26347,A88375,4,,4
5039,B74471,A93643,5,,5
5040,B62417,A70665,5,,5
5041,B72069,A20768,4,,3
5042,B37081,A93693,3,,5
5043,B67469,A30358,4,,4
5044,B80548,A89080,3,,4
5045,B68917,A20768,5,,3
5046,B95038,A14276,5,,4
5047,B35959,A30358,5,,5
5048,B15962,A53839,4,,5
5049,B60919,A14276,5,,5
5050,B94847,A14276,4,,5
5051,B88915,A89696,3,,5
5052,B83685,A72630,5,,3
5053,B19527,A91719,3,,4
5054,B74471,A94795,4,,3
5055,B35386,A20768,5,,3
5056,B45228,A60526,3,,4
5057,B64332,A88375,3,,5
5058,B23031,A69172,3,,4
5059,B52267,A89696,4,,3
5060,B19665,A20768,4,,3
5061,B53153,A26627,5,,5
5062,B98862,A70665,3,,4
5063,B97564,A20768,3,,5
5064,B90708,A23411,5,,4
5065,B84629,A14506,3,,3
5066,B79134,A61679,3,,5
5067,B65462,A68985,4,,4
5068,B90708,A85530,5,,5
5069,B49104,A94795,4,,5
5070,B30107,A20399,5,,5
5071,B69703,A63122,3,,3
5072,B46167,A58491,4,,4
5073,B95038,A12549,4,,4
5074,B67520,A26119,4,,4
5075,B85504,A14506,3,,4
5076,B93573,A48002,3,,3
5077,B58246,A20399,5,,5
5078,B58127,A60526,5,,5
5079,B95038,A63122,4,,5
5080,B74147,A89080,4,,5
5081,B40450,A55624,3,,4
5082,B33962,A75493,3,,4
5083,B85504,A31764,5,,5
5084,B44980,A89080,3,,5
5085,B98862,A12549,5,,4
5086,B35959,A44423,5,,3
5087,B94847,A75493,5,,3
5088,B38116,A31552,5,,3
5089,B88503,A26627,5,,5
5090,B22938,A15255,5,,3
5091,B97547,A89080,5,,5
5092,B77487,A45117,4,,4
5093,B40698,A89080,4,,4
5094,B60829,A12549,4,,4
5095,B23031,A48002,5,,5
5096,B68917,A14506,3,,3
5097,B91254,A15255,3,,5
5098,B53153,A14506,4,,3
5099,B82575,A15255,4,,4
5100,B46452,A18147,3,,4
5101,B80720,A66980,5,,5
5102,B41784,A91719,5,,4
5103,B85504,A58491,3,,5
5104,B28422,A93643,3,,4
5105,B98862,A12453,4,,5
5106,B28941,A65085,3,,5
5107,B74191,A20768,4,,5
5108,B46452,A69172,5,,3
5109,B15962,A55624,5,,4
5110,B30153,A63122,3,,3
5111,B60829,A78695,3,,4
5112,B98828,A65085,3,,3
5113,B42267,A12453,4,,4
5114,B17849,A53418,3,,4
5115,B43749,A45117,5,,5
5116,B17849,A72968,2,,3
5117,B68180,A65085,4,,5
5118,B88503,A65085,4,,3
5119,B24642,A69172,3,,5
5120,B38100,A23411,3,,4
5121,B37081,A78695,5,,5
5122,B36556,A91719,4,,3
5123,B70112,A65085,4,,3
5124,B40450,A66980,5,,4
5125,B64145,A75493,4,,4
5126,B88143,A31764,4,,3
5127,B96861,A58491,3,,4
5128,B58157,A22273,3,,4
5129,B30829,A31764,3,,5
5130,B48724,A89696,4,,3
5131,B30398,A55624,4,,4
5132,B67469,A57999,3,,5
5133,B80720,A23076,5,,3
5134,B68917,A58491,3,,4
5135,B19857,A47973,3,,4
5136,B95038,A12453,4,,4
5137,B67520,A89080,3,,3
5138,B95038,A61679,5,,5
5139,B53798,A31764,4,,4
5140,B62417,A75493,4,,3
5141,B50494,A93693,5,,4
5142,B52782,A60526,4,,5
5143,B37237,A20399,4,,4
5144,B52267,A64470,2,,3
5145,B83082,A93693,4,,5
5146,B75605,A20768,3,,3
5147,B42267,A15255,3,,4
5148,B83244,A69172,5,,4
5149,B38993,A89696,4,,5
5150,B40723,A72630,5,,3
5151,B37144,A12453,5,,4
5152,B83082,A14506,4,,3
5153,B30107,A57999,4,,5
5154,B74147,A93693,4,,3
5155,B97564,A23076,5,,3
5156,B44787,A53839,5,,5
5157,B33305,A89080,5,,3
5158,B80548,A63122,4,,4
5159,B71412,A85530,4,,4
5160,B45228,A63122,5,,5
5161,B67881,A57999,4,,3
5162,B98828,A93643,5,,4
5163,B71412,A68985,3,,3
5164,B83814,A64470,5,,4
5165,B74191,A72968,4,,5
5166,B23031,A87636,4,,5
5167,B51103,A30358,3,,3
5168,B58246,A22273,4,,3
5169,B30820,A89080,3,,3
5170,B19665,A23411,4,,4
5171,B91664,A26119,3,,3
5172,B31107,A31552,3,,3
5173,B48724,A58491,5,,4
5174,B26347,A68985,4,,4
5175,B24787,A51472,3,,4
5176,B95038,A89696,3,,4
5177,B58127,A69172,5,,3
5178,B15962,A18147,3,,5
5179,B90708,A31552,3,,5
5180,B99800,A18147,3,,4
5181,B19622,A45117,4,,5
5182,B60655,A14506,4,,4
5183,B24787,A19880,4,,4
5184,B44732,A72630,4,,3
5185,B30398,A60526,4,,3
5186,B14412,A68985,3,,4
5187,B24787,A44423,4,,4
5188,B80921,A45117,5,,4
5189,B30829,A23411,4,,4
5190,B37081,A65085,5,,3
5191,B68917,A63122,3,,5
5192,B74147,A26119,3,,5
5193,B40450,A58491,3,,3
5194,B86249,A72968,4,,4
5195,B14200,A53839,4,,4
5196,B92971,A45117,5,,3
5197,B74352,A69172,4,,4
5198,B38993,A31552,5,,3
5199,B67520,A72968,4,,5
5200,B12038,A93643,3,,5
5201,B58611,A59992,5,,3
5202,B88503,A51472,5,,3
5203,B95038,A30358,5,,5
5204,B40698,A68985,4,,5
5205,B97564,A93643,4,,4
5206,B44706,A60526,3,,3
5207,B60829,A69172,5,,5
5208,B83685,A48002,5,,3
5209,B45228,A48002,3,,5
5210,B97547,A53418,4,,5
5211,B41784,A14276,3,,3
5212,B53153,A58491,4,,3
5213,B92971,A48002,4,,5
5214,B53907,A14506,4,,5
5215,B74147,A22273,5,,3
5216,B14427,A93693,5,,5
5217,B83082,A31764,4,,3
5218,B59105,A45117,4,,3
5219,B74147,A91719,3,,5
5220,B79525,A72968,5,,4
5221,B64145,A58491,4,,3
5222,B38027,A63526,4,,5
5223,B35876,A73404,5,,5
5224,B26676,A98249,5,,5
5225,B42161,A18649,3,,5
5226,B87858,A26111,4,,4
5227,B33158,A49286,4,,3
5228,B89523,A68904,3,,5
5229,B52826,A49286,3,,4
5230,B12670,A14496,4,,4
5231,B22902,A70766,4,,3
5232,B19261,A20385,5,,4
5233,B25378,A39704,5,,5
